square_feet,bedrooms,bathrooms,age_years,garage_size,lot_size,neighborhood_score,school_rating,crime_rate,distance_to_city,property_tax,hoa_fees,price,property_type,heating_type,location
1063.055605032599,1.0,2.0,2.0,1.4843218415146842,0.6496717507687616,1.1744720012347074,0.06494838388705174,0.7840689769583304,-0.18680854289301907,0.4259152425620742,1.1220321535501463,13896290.713222707,Single Family,Gas,Suburban
1392.1283225980865,1.0,1.0,1.0,2.3883719928704386,-0.4884760801103597,-3.1704257358780557,-0.3035643252659147,0.7228268949855121,-0.0809173376626882,0.026204752774035625,0.21060083929764178,20627973.600480717,Single Family,Solar,Suburban
1367.2691655040371,2.0,2.0,2.0,-0.7221591615216955,0.33612290294557223,1.41474533796822,1.6391321279295332,1.8544309005166413,-1.080252561578079,0.9348016626956543,-0.7090341115287021,2111641.3108579027,Townhouse,Gas,Suburban
2124.3958068440934,1.0,2.0,2.0,0.930861397448887,-2.4750652830730395,0.7636425838823355,0.4477013478651016,0.9265004853115019,-0.04856011481956304,0.21330815986899987,1.618010572954878,1346733.7837527634,Townhouse,Oil,Rural
953.6819097552133,2.0,3.0,2.0,1.0933085409306464,-1.0437630982675843,0.3043625584676616,0.0950333319300327,0.07074222179101906,-1.071986386385109,0.6270735070641095,-1.4234923662063474,-16678864.396091234,Single Family,Electric,Urban
1185.4325969434835,2.0,1.0,1.0,0.23561455810856594,-0.8498443694647918,0.24822058630033608,2.270692857804396,-1.4785862457798415,0.18186625505849516,0.6327818661062848,-0.4593608995402441,20706785.29214706,Single Family,Solar,Rural
1053.9399225343104,2.0,1.0,2.0,0.7539120651921329,0.1311121961784342,-2.9760324740095245,-0.03347481032690589,-0.7038332580694631,0.6751644009882938,-1.275870999901924,1.3227428318797865,-12162702.708960753,Single Family,Electric,Urban
820.6298263250302,2.0,2.0,1.0,-0.004072837121435025,-0.8758148246462931,-3.6010851044595187,-0.7424867777695998,0.7497454754383477,-0.21453766451796363,-0.8385006163839525,-0.7012895707915497,-17896818.808966916,Townhouse,Electric,Rural
1470.5169294805842,2.0,1.0,1.0,-0.6663329518217799,-0.05101156810368099,-0.4037580554787445,1.184941367621047,-0.19194715543278493,-0.9789090766971428,-1.9803287869523722,-0.15084244156657395,67098.51349416771,Condo,Oil,Urban
995.7992593061314,1.0,2.0,1.0,0.643638951907203,-2.135294750079688,0.03340386820833625,-0.7926449941806413,-0.18597834708330468,0.7605704570265487,-0.030251370311571716,-1.4408363787709808,1056594.5313313839,Single Family,Gas,Rural
965.9324309109895,1.0,1.0,2.0,0.609238830889753,0.3090468350240348,0.7475461257864594,0.48253370982118504,0.32478159411011454,0.6603430545626816,-2.161303886302362,-0.3950468521695675,-5507259.726075296,Condo,Solar,Suburban
1247.4650307827803,1.0,2.0,1.0,0.040307699330247825,-0.3904091864216335,0.5052613431742017,-0.1247181582364859,0.5910905313252215,-0.1482228888431208,-0.4265996362860371,-0.367022614721642,6919957.283986767,Condo,Oil,Rural
1317.430492707225,1.0,1.0,1.0,-0.8503939971949341,0.0024072179382927834,1.63884268618091,0.2825892988895859,-2.4503466850785802,0.8912984714285959,-0.19167108697225696,0.5010216584844239,5059494.797856377,Townhouse,Gas,Urban
1470.8260602416785,1.0,1.0,1.0,-0.03929654266971919,-0.5316179364615454,0.11256725527078222,1.3522711382297627,-0.13858198323236143,1.436158506374239,-1.4326016370863977,-0.7519416211486548,1762679.4560041975,Townhouse,Solar,Suburban
864.4222447089218,1.0,1.0,1.0,0.37244071281082763,-0.3121020917208219,-0.9494023626628587,0.010008346808538916,-0.7483982739469809,0.4283986104600037,0.06812645609590111,-1.725509601035492,9985077.546162955,Townhouse,Gas,Suburban
811.5830400310494,2.0,1.0,2.0,-0.9869126270033162,-0.30091771324534927,-0.612734175014757,-0.22431547522261966,1.3191010274459878,-0.07458023010351422,0.588788877223153,0.5034122121999125,-11082868.642116882,Townhouse,Gas,Suburban
1092.2443943237308,1.0,2.0,2.0,-1.768263509501486,-0.5114375287825396,-0.42093356458376585,0.7824660218746737,-0.940977261282717,0.6690752544963648,0.13945246602919717,-0.07047357387745573,-11397411.888812209,Townhouse,Electric,Rural
1506.0134392716247,2.0,1.0,1.0,0.5793467597567757,0.20228040762121913,0.366746407892257,-1.465673857342095,-0.6281437391691783,-1.7690503037393988,0.02041716721291813,-0.3838747413307828,-3429607.131295942,Single Family,Electric,Urban
1679.1770141962147,2.0,1.0,2.0,0.5965433865230575,-0.2741291970900085,-0.9558141825915508,1.7400572691967342,-1.298069751257129,-1.791861740272715,-1.2314161690661876,-1.458192484316987,-12218312.319294162,Townhouse,Gas,Suburban
1415.456045441068,2.0,1.0,2.0,1.6628710985640576,-1.0403801508439108,-1.1271325836818435,-0.9491176282799884,-3.2955611799673084,-0.6799359447584152,-1.0071747357076501,-1.3545996610726423,-1862272.6853690264,Condo,Gas,Urban
1293.8835433872337,1.0,1.0,1.0,1.321442740235342,-0.7655837927368733,-0.06685285755151667,0.267968799210738,0.8447411111234174,-0.17530181643194626,1.8476397080256943,-0.7429879026720885,23759906.866711337,Single Family,Solar,Urban
1139.9442698680932,2.0,1.0,2.0,-0.8335982829664064,-0.17802329006383844,-1.9227717720623363,1.7230747176462498,-0.7959703738504983,1.639256516741752,0.427962626552635,0.5770721838351396,785629.4914121322,Condo,Oil,Urban
1097.2518479745036,2.0,2.0,1.0,-0.6583827179404454,-1.32484578093274,-0.032481035842094615,-1.3477092303094034,0.4781405755558084,-0.32175270399020833,2.2143299425565965,1.9126881343567956,-9478878.043727245,Condo,Oil,Rural
