age,tenure_months,monthly_charges,total_charges,contract_length,payment_method_score,tech_support_calls,customer_service_calls,internet_usage_gb,phone_service,multiple_lines,online_security,online_backup,device_protection,streaming_services,churn,contract_type,payment_method,internet_service
-0.4761275465307351,0.27586787687297454,-0.38763775326518735,0.6554804256214803,0.6021290216876704,-1.0105034687582426,-0.8807664158606531,2.887079631944431,-1.413799199268686,-2.073420040013111,-1.3950705270596309,-1.8784249891131024,-0.5420922131991057,-1.9899531932737464,1.2614641640806226,1,One year,Credit card,Fiber optic
-3.2180410996195046,-7.583218852175594,-0.3252849126534809,-3.420493159402124,-0.77924795742352,-0.6434914195249197,0.2864275085997647,-0.1977194422648072,0.8601671397964676,-3.417344785019613,-1.6493452110848594,1.0511475002368638,-4.273253116149258,-0.5572087777298622,-3.2957232795807734,0,One year,Credit card,No
-0.08971340048947296,0.4556559010615528,-0.7251581235455935,1.216903393451381,1.1450042078531821,-0.854898682770616,1.311006383004215,-0.973309540132445,-0.43305894023608826,0.04592587631105416,-1.1687640059773778,1.6643112709471435,2.3383919421280592,4.251894502111033,-1.121927652815524,0,Two year,Electronic check,DSL
1.2350595534961282,-0.5410168545370408,-0.8666455422190593,-1.6991118480432248,-1.5695454425178244,0.8132384837070171,0.27311332508673025,2.3637663708286683,2.17106495207081,-1.7563200447546654,-5.3187650684799435,3.7902291226416716,-2.166499011969429,-1.7291495056893529,-0.16978652987284693,0,Month-to-month,Bank transfer,DSL
0.7790752662235876,0.5806185428742402,-1.4151716701750974,-0.3659464300914914,-1.5714667373232776,0.30553796547072287,-0.24139277278246793,2.02263469689745,-0.21572666761594017,-2.012034884902605,-4.774531433610144,-0.1087665012912441,1.17265236617845,0.21136241069669573,0.6628287401224335,1,Two year,Mailed check,No
1.5594119629481074,3.968988320925602,1.2093538860658088,0.30037055965814274,0.13337907823827766,1.806970619455226,0.0822581696007612,4.213623143605979,4.26400395497151,-2.987351360662156,-5.0149658720626755,2.9201419899068446,0.05255432639457891,-3.9467827444964763,1.383926285510829,0,Month-to-month,Bank transfer,Fiber optic
0.4898112972951859,0.366240649601705,-2.6463394860114784,1.3007839681591573,-0.05592780817723112,0.2904904224917231,-0.004955410473404662,4.085216615760119,-1.596546424643471,-2.8841729046374667,-3.8105584805262622,-1.1924336672586455,-0.103037275097694,-1.7546372363424119,1.4258371926356332,1,Month-to-month,Bank transfer,Fiber optic
2.025189386424036,5.696301119958976,2.4143488208955333,3.478122563972378,1.963588906008643,2.7262438097029973,-1.4180557427683125,1.175506472032199,3.6992066155787735,-1.0545029408380724,0.9166921430420624,2.674268465311668,1.2912998104990625,-0.792707896550658,-0.0699735272032943,0,One year,Electronic check,Fiber optic
-1.5073227924589787,-0.018224372727508095,0.9406710684704493,-0.621841279968329,-0.11552467817555892,-0.6464555474627078,-1.1093061824055321,1.2161231492097488,1.4867426120666436,0.9574563571394505,0.7819200736050171,-0.4471419884775609,0.43822038251477313,-2.8306533816453694,0.8750228412199759,1,Month-to-month,Credit card,Fiber optic
1.0434405241428277,-2.45827781906023,-0.038173750826742014,-3.79445354844071,0.1908939520706956,1.6024394640286854,-0.002635355133372307,4.4675093839085225,6.071217253135599,-5.069324373318077,-9.51712249615388,5.604995475880008,-4.825920889930169,-4.227575027499984,-2.133839301477191,0,Two year,Credit card,No
